index,post_id,text,time,post_url
89,1000058500066874,"今天下午，是我第一次的立法院總質詢。台灣的基層農漁議題、土地爭議繁多，而質詢的時間有限，我將今日重點擺在大埔重建，遠洋漁業與「食安、農安、環安」的大原則上。

在隨身筆記本上，寫上「慢慢講、說清楚」兩個小叮嚀，提醒自己在未來四年的任期中，能夠秉持一步一腳印的踏實精神，認真為基層發聲。
　
　
質詢內容大致是以下數點：
　
　
一、我已與其他委員一同提出災害防救法修正草案，未來將與行政院通力合作，健全災防法制。

二、協助大埔原地重建、別再讓台灣出現下一個大埔，一直是我心內最重要的願望之一，不敢或忘。今日，我已取得內政部承諾，將在一個月內討論開放人民參與土地徵收審議機制，使其透明化、公開化。

三、因為台灣遠洋漁業長期存在「IUU(非法、未報告、不受規範)」行為，歐盟已對台灣發出黃牌警告，甚至將在四月發出紅牌，屆時將禁止台灣漁獲銷入歐盟。海洋是浮動的領土，也是台灣的第二故鄉，我要求漁業署應到重點漁業鄉鎮，召集漁工、環保等團體辦理公聽會，使漁民充分了解國際趨勢，並同時提出適當輔導措施。

四、最後，很遺憾地，受限於質詢時間，我預備好的最後一張照片，沒有派上用場。這張照片的故事，是這樣的：圖中有一片原該是耕作的農田，因為長期廢耕，已經成為積水的小湖泊、旁邊堆著廢棄物，甚至隱藏著農地盜採砂石問題。每當雨季來臨時，這些直接透過雨水沖刷流滲入地下，造成地下水源污染。這些環境汙染問題，會影響農業生產，連帶也將威脅食品安全，從而導致全國人民的健康惡化。我要求相關單位首長，應該儘速來共同研商解決對策。
　
　
身為新科立委，我仍有許多要學習的，但土地、海洋及基層的心聲都不能等。讓我們即刻行動，一同來田邊作夥，打造台灣農漁業的未來。在這條路上，懇請大家同行、並給我指教。",2016-02-19 22:41:57,https://www.facebook.com/ahuitsai.tw/photos/a.1000057716733619/1000058500066874/
2395,1000071310065593,"我們知道許多朋友今天下午沒有機會看到總質詢的直播，來訊詢問有沒有重播～這裡就附上今天下午的質詢實況片段，請大家多多指教！
　
📺 http://ivod.ly.gov.tw/Play/VOD/85656/1M/N
　
　
（圖片來源 / 陳明仁＠風傳媒）",2016-02-19 23:16:23,https://www.facebook.com/ahuitsai.tw/photos/a.1000057716733619/1000071310065593/
6,1000608856678505,"這張照片，是前年年底返鄉時，乘船行過日月潭時所拍的。

日月潭，是我的故鄉，也是我的起點，趁著粉絲頁的開設，再與大家分享一次當時決定擔任不分區立委時的聲明。

接下來我定會堅持初衷，也邀請所有夥伴繼續前行。握手．擁抱，一起加油！
　
/
　
【專注持續的農村工作──關於擔任不分區立委的想法】
　
很久沒有回想，這是一段多長的日子了。我與許多台灣年輕人一樣，離開了自小生長的農村，到城市裡求學、工作，與不少夥伴並肩走過難忘的戰役，奔波於台灣各大小鄉鎮之間，也幸運在世新大學有一份足以安身立命、求索知識的教職。但有些畫面，始終是我心中無法放下的懸念。一路走來，我一直在問自己一個問題：台灣城市與鄉村之間文化、生活與生計的差異，還能如何改變、怎樣介入？

有些畫面緩緩清楚浮現。年輕時，我一直想返鄉工作，想找到自己與鄉村的平衡，卻發現這困難度超乎我所想像。我也曾擔任原住民立委的國會助理，試圖貼近基層、深入議題，卻發現自己與農鄉的距離，總是隔著一重跨越不過的山。

九二一大地震那一夜，地動山搖，強烈地撞擊著我的內心。身為南投山村子弟，我第一個最直接的念頭，竟是：幸好阿公阿嬤已經在天上了，不必親眼看見家園傾圮崩裂。急急趕回災後的故鄉，卻看到從小長大的三合院，土牆部份被震倒一地，隔幾日國軍派來救災的怪手迅速清運完畢，童年與阿公阿嬤在此生活、歡笑的記憶，彷彿也硬生生被撕裂，隨車遠離。那一瞬間的不安與恐懼，至今仍是我心中永遠的痛楚。

在悲傷與混亂的情緒之中，人仍必須持續工作。猶記震災初期，各界迅速伸出援手，我們在埔里宏仁國中設立原住民族服務中心，並於年底完成組合屋的興建，協助在埔里工作的原住民族有安置之所。相關工作告一段落之後，我即全心投入九二一基金會，協助弱勢家庭重建、地方產業復振及離地不離村的遷村重建工作。八、九年之間，周折於人與事糾結、地方與中央矛盾、執行與法規的落差，面對諸多難題，面對位置迥異的各方行動者，我學著找到問題核心，關關溝通、協調與突破，形成解決問題之道。

2008年，當重建工作告一段落，我專心書寫博士論文之際，接到音寧的來信，希望大家針對農村再生條例草案提出意見。基於對農村長期的關注與過去的工作經驗，很快地提出個人淺見，評估農村再生條例草案的盲點、疑慮與危機，協助委員提出修正版本，書寫《在自己的土地上流離失所》一文，並火速與關注農業、農地與農村的伙伴們召開記者會，進行地方說明與組織串連。自此而後，與來自八方的夥伴由陌生、聯繫、參與到集結，形成組織「台灣農村陣線」。在長期的訪調與地方互動中，我們深切得知土地徵收之殘暴對人民歸屬、生計根基造成的殘忍傷害；因此決心共同協助農民守護家園，並長期協助小農友善生產，致力建立 #城鄉共好 的連結；除此之外，我們也與渴望從農進鄉的青年同行，相互扶持、彼此協助，用盡力氣靠農民農村農業的平衡與理想更近一些。

回顧過去七年在農陣的工作，我深知農民與政府之間存在巨大斷裂，殘存著威權餘影的政府，往往深陷盲目的線性發展思維，將鄉村遺落在他方，面對多如牛毛的農業問題，僅企圖稼接農業自由貿易體制，反而忽略農民組織、產銷議題，導致農地荒蕪、農村沒落、農民無依。作為一個行動者，必須穿梭於多線架構之中：基層發聲有時、社會分析有時、組織連結有時、立法遊說有時。在起伏洶湧的政治大浪間，與夥伴一同臨機應變、行動實踐，於我而言是最珍貴的一段學習時光。

正因如此，過去面對政治參與的邀約，我往往微言婉拒，並且專注於學術工作與農陣組織。然而，在一次年節返鄉的經驗後，我改變了我的想法。

「作農耶，人看無啦」、「相意愛無效啦，父母不放心啦。」當親友轉述兒時玩伴婚姻不順遂、因為「農民」身分而不被信任的經驗時，我彷彿又看見遠方三合院土牆，在震災中碎裂一地、隨著卡車被載離老家的情景。過去十數年來在各地所見的情景，一一浮現在腦海：想著農會時張時弛的動態，想著二三十年來斷層化的農業投入，想著產銷結構在果菜市場行口商販背後的結構運作，想著政府預算以負面補貼限制農耕；想著環境科學、農機科技如何協助農民的技術轉移，想著我們在大埔事件佔領內政部之際，主張「把國家還給人民」的視角。

想來想去，我確定自己的核心選擇：我想突破當前的結構枷鎖，為農民農村農業農地腳踏實地認真做事。為了完成這個夢想，我願意用盡一切方式，組織於我如是，街頭於我如是、學院於我如是，若有機會走入國會，於我亦如是。對我來說，各種實踐方式對於社會的貢獻，都該被等量齊觀，只要能為「農」做一件事，我願意嘗試各種施力位置，只為親手重砌被毀壞的土牆，復振在地經濟，讓參與農村工作的兄弟姊妹、朋友伙伴都能抬頭挺胸、互惠共好。

為避免影響農陣主體性，自即日起請辭農陣秘書長，並且告別教職。未來的工作並不容易，我將堅持初衷，站在農民立場，提醒自己必須專注、持續地行進，也期待各位親愛的朋友，繼續給予我建議與監督。",2016-02-20 22:00:02,https://www.facebook.com/ahuitsai.tw/photos/a.1000057716733619/1000608856678505/
2692,1001228209949903,"再忙，也要找彎腰農夫市集 Bow to Land的老朋友聊聊天！秀春姐親手製作的食物總是十分療癒，好好吃！😊

不只大埔幸福手工美食，彎腰市集中每一個攤位也都很美味，推薦各位朋友來逛逛噢！👍",2016-02-21 22:30:21,https://www.facebook.com/ahuitsai.tw/photos/a.1000057716733619/1001228209949903/
3373,1003144796424911,"農民巧手丶品質卓越丶品種多元！
請大家猜猜看？有幾個品種呢？",2016-02-24 13:48:41,https://www.facebook.com/ahuitsai.tw/photos/a.1000057716733619/1003144796424911/
3233,1003988939673830,盜採砂石正在侵蝕農地生命，如此嚴重的問題，一定要想辦法解決！邀請大家一同關心。,2016-02-25 22:53:22,https://www.facebook.com/ahuitsai.tw/posts/1003988939673830
377,1004658716273519,"感謝天下雜誌專訪，建立在地經濟、追求城鄉共好，我會更加努力。

--
（以下摘自報導內文）

Ｑ：未來在立院的中長期目標？最近最想推動的法案？

我要建立在地經濟。現在台灣想像都是全球貿易。但以前蜜餞產地有上千家工廠我們現在蜜餞都是東南亞進口的。你光是蜜餞加工就是創造就業機會。如果可以重整在地經濟，從源頭生產到加工到行銷，可以創造就業機會、加強城市跟鄉村互動。再來想建立城鄉共好，延續農村的互惠文化。

這牽涉到我們生產資源要保留，土地儲備制，土地不是只賣給人家蓋房子也可以賣給政府阿作為基金。土地改革做低利貸款，做土地資源的轉移。還有農業改良要因應極端氣候，用「適當科技」跟耕種模式。

農業不只生鮮，一定有加工，但還是要思考農村特色搭配。像是二林也有葡萄酒。茶葉也是可以。台灣平地造林可以種茶，走手搖飲料路線不走高單價，但至少自己生產可以嚴控品質。平地造林鼓勵種茶樹，整個制度跟著變，還要跟台糖跟農委會溝通。

農業生產跟產銷可以吸引不同人回到農村。如何讓農村可以持續跟生活機能有關係。我自己想要先解決生計的問題，未來下一階段就是解決生活的部分。",2016-02-26 22:37:48,https://www.facebook.com/ahuitsai.tw/posts/1004658716273519
1472,1005343692871688,"在地經濟的思考與實踐，從保存種子、復育傳統作物開始，支持邦查部落教室！
--
『從實務中學習、從錯誤裡改善，先付諸實行，然後才知道問題在哪裡。如今農場栽種的無花果和麥子，都是邦查農場尋找定位的新嘗試，希望能在現有的稻米與雜糧之外，找出有別於其他農場的獨特性。』
　
『雇用員工，是以「培育」為主要目的，讓雇工們往後即便離開邦查農場，也有一技之長在身。這句話勾起我對某種烏托邦社群的想像：彼此毫不藏私、不存在負面的揣測與競爭，社群間共存共榮、分享成果，豈不美好？』",2016-02-27 23:26:35,https://www.facebook.com/ahuitsai.tw/posts/1005343692871688
1669,1005678489504875,"今天是個不該被遺忘的日子，讓我們一起來看看，當時的其中一個故事。這些故事，都讓我們更加了解二二八與白色恐怖，了解我們自身的歷史。
　
--
　
「（派娜娜，即高菊花）在50年代迷倒一眾台灣官商權貴。各大唱片公司捧著合約、現金找她簽約，但她一概拒絕，因為她在舞台上的演出結束之後，情治單位的人經常已在台下等候，帶她去問話，並與她交換援救父親的條件。當時父親仍被關在青島東路的監獄，尚未判刑，派娜娜一心賺錢，一心救父。」",2016-02-28 21:30:00,https://www.facebook.com/ahuitsai.tw/posts/1005678489504875
789,1007145932691464,"🔸別再讓我們的孩子皺緊眉頭吃午餐！🔸
　
有空不妨看看哦：
http://buzzorange.com/2016/03/01/ddp_tsai/
--
「《農業基本法》設立的目的，則是希望能透過法律落實對於農業價值的重視。蔡培慧認為，農業所帶來的價值相當豐富，應該針對農業生產到交換的過程進行系統性的規劃，並鼓勵農業發展。「農業離我們並不遙遠，」蔡培慧笑說，「營養午餐裡面很多人討厭的那種三色豆，就跟我們的 #食農教育 很有關係！」

蔡培慧指出，大家或多或少都有經驗，現在校園中為了節省經費，在營養午餐中使用冷凍蔬菜，但不僅不新鮮，味道更是讓許多小朋友皺緊眉頭。要讓社會重視農業，最好的方法就是從農地到餐桌，認識農作物生產過程，使用在地食材，因此，《食農教育法》也會是未來推動的重要法案之一。」",2016-03-02 00:09:37,https://www.facebook.com/ahuitsai.tw/photos/a.1000057716733619/1007145932691464/
