index,post_id,text,time,post_url
3983,136856589749663,葉克膜的示意圖,2011-10-20 21:17:33,https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330/136856589749663/
3982,136857293082926,幾年前的蒙古行,2011-10-20 21:19:58,https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330/136857293082926/
3966,309110039103588,醫聲論壇的朋友，謝謝。,2011-10-20 21:26:44,https://www.facebook.com/DoctorKoWJ/posts/309110039103588
3933,136888406413148,這段時間給我支持的朋友，謝謝你們。,2011-10-20 23:15:26,https://www.facebook.com/DoctorKoWJ/posts/pfbid031WniKzeuwL1vvsKw5gv7AG5o4WP7J3FFzcgXQNALXXfKBBsA3v9CUjwWKQqXDSjcl
3598,138300482938607,美國明尼蘇達大學是我在32歲時出國進修外科重症照護的地方，也是在那裡第一次接觸到葉克膜。回台灣後，用14年的時間，建立了世界第2大規模的葉克膜團隊。,2011-10-24 22:21:30,https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330/138300482938607/
3617,169286706496744,園丁無法改變春夏秋冬，只能在春夏秋冬之間，讓花朵長得好看一點；醫生也無法改變生老病死；只是讓人在生老病死之間，活得快樂一點，活得好看一點。,2011-10-29 15:53:54,https://www.facebook.com/DoctorKoWJ/posts/169286706496744
3811,211542452251014,每一位病人後面都有一個家庭；救一位病人，也可能是救了一個家庭。,2011-10-30 18:27:02,https://www.facebook.com/DoctorKoWJ/posts/211542452251014
3908,282433768458180,這是7年前，也是在我45歲時對生命的迷惘。,2011-11-02 19:02:04,https://www.facebook.com/DoctorKoWJ/posts/282433768458180
3594,213916315348155,【生死之間】是為黃勝堅醫師之「生死謎藏」一書所寫的序文，也是我51歲時的心境。對照45歲時「回家的路太遠」一文，總算也走出困住自己的迷惘。與大家分享。,2011-11-04 18:23:49,https://www.facebook.com/DoctorKoWJ/posts/213916315348155
3320,108639432583442,台大醫院最有遠見的謝豐舟教授即將退休，不過還好他會繼續台大校園的跨科系整合工作，繼續通識教育的推廣，繼續為這所大學推廣「宇宙的精神」。從星期一開始，台灣大學圖書館舉辦了謝教授的展覽，在他人生的這個逗點，回顧謝教授過去的努力，也期望他未來要帶給我們更多的驚喜。,2011-11-13 10:58:55,https://www.facebook.com/DoctorKoWJ/posts/108639432583442
4000,204780219605460,,2011-12-17 09:30:27,https://www.facebook.com/DoctorKoWJ/posts/204780219605460
3721,300496149986494,這是謝豐舟教授在退休前夕所規劃的線上展覽，在學界應該也是創舉，謝教授求新求變的特點，由此可見。,2012-01-02 19:11:52,https://www.facebook.com/DoctorKoWJ/posts/300496149986494
3564,338817989479637,謝豐舟教授在台大圖書館的展覽，展出時間往後延了1星期，因此明天星期六是最後1天，大家可以去現場，謝教授也會出現在展場為大家導覽。謝豐舟教授可以說是「人格者」。,2012-01-06 17:31:41,https://www.facebook.com/DoctorKoWJ/posts/338817989479637
2041,188499967918658,"明天（三）晚上的活動，有興趣的朋友歡迎報名參加：
PS：也祝大家情人節快樂！

身為第一線醫生，遇到重症病患該選擇用什麼方式治療，符合家屬的期待成為他們生命的領航者呢？醫生除了醫治民眾不舒服的器官外，還得醫「心」，才能成為病患在接受困難治療時的最大支柱。這個月，我們將從柯文哲醫師身上看到理性醫療環境中的感性，展現醫生除了治療疾病外的附加價值。 

開課日期: 2012/02/15 (三) 19:30 ~ 21:30 
課程狀態: 接受報名 
主持人: 盧世祥 - 財團法人新聞公害防治基金會執行長 
主講人: 柯文哲 - 台大醫院創傷醫學部主任
 
課程地點:  信義學堂（台北市信義路五段100號 B1，松智路交叉口，101斜對面） 
課程費用: 預約報名，免費入場",2012-02-14 22:53:37,https://www.facebook.com/DoctorKoWJ/posts/pfbid0zf6id19cxgneBJHx6D2SrZceruStPSwQ2TXQoSiBfrPtRAVR2Ltm7GkPhFpZpPz4l
